[	5.58620e-01	]	-1.00000e+00	1.00000e+00	-1.59607e+00
[	5.11140e-01	]	-9.50062e-01	9.98774e-01	-1.59607e+00
[	4.69320e-01	]	-9.00053e-01	9.95168e-01	-1.59887e+00
[	4.37510e-01	]	-8.56428e-01	9.90170e-01	-1.60405e+00
[	4.10970e-01	]	-8.14746e-01	9.83853e-01	-1.61123e+00
[	3.88460e-01	]	-7.73963e-01	9.76274e-01	-1.62013e+00
[	3.69230e-01	]	-7.33435e-01	9.67429e-01	-1.63043e+00
[	3.52890e-01	]	-6.92848e-01	9.57309e-01	-1.64189e+00
[	3.39260e-01	]	-6.52173e-01	9.45952e-01	-1.65425e+00
[	3.28240e-01	]	-6.11623e-01	9.33466e-01	-1.66727e+00
[	3.19760e-01	]	-5.71603e-01	9.20050e-01	-1.68074e+00
[	3.13730e-01	]	-5.32655e-01	9.05991e-01	-1.69445e+00
[	3.09970e-01	]	-4.95387e-01	8.91648e-01	-1.70821e+00
[	3.08220e-01	]	-4.60409e-01	8.77423e-01	-1.72186e+00
[	3.08170e-01	]	-4.28261e-01	8.63718e-01	-1.73526e+00
[	3.09460e-01	]	-3.99364e-01	8.50902e-01	-1.74828e+00
[	3.11740e-01	]	-3.73990e-01	8.39269e-01	-1.76082e+00
[	3.14670e-01	]	-3.52250e-01	8.29028e-01	-1.77280e+00
[	3.17980e-01	]	-3.34106e-01	8.20292e-01	-1.78415e+00
[	3.21420e-01	]	-3.19397e-01	8.13085e-01	-1.79485e+00
[	3.24850e-01	]	-3.07870e-01	8.07361e-01	-1.80485e+00
[	3.28130e-01	]	-2.99213e-01	8.03018e-01	-1.81415e+00
[	3.31200e-01	]	-2.93086e-01	7.99922e-01	-1.82275e+00
[	3.34030e-01	]	-2.89144e-01	7.97920e-01	-1.83065e+00
[	3.36600e-01	]	-2.87054e-01	7.96856e-01	-1.83788e+00
[	3.38910e-01	]	-2.86508e-01	7.96578e-01	-1.84444e+00
[	3.40970e-01	]	-2.87226e-01	7.96944e-01	-1.85038e+00
[	3.42810e-01	]	-2.88963e-01	7.97828e-01	-1.85572e+00
[	3.44440e-01	]	-2.91504e-01	7.99120e-01	-1.86049e+00
[	3.45880e-01	]	-2.94665e-01	8.00722e-01	-1.86473e+00
[	3.47150e-01	]	-2.98293e-01	8.02554e-01	-1.86847e+00
[	3.48270e-01	]	-3.02255e-01	8.04549e-01	-1.87174e+00
[	3.49250e-01	]	-3.06445e-01	8.06649e-01	-1.87458e+00
[	3.50110e-01	]	-3.10772e-01	8.08808e-01	-1.87702e+00
[	3.50870e-01	]	-3.15162e-01	8.10990e-01	-1.87910e+00
[	3.51520e-01	]	-3.19558e-01	8.13165e-01	-1.88084e+00
[	3.52090e-01	]	-3.23910e-01	8.15308e-01	-1.88228e+00
[	3.52580e-01	]	-3.28181e-01	8.17402e-01	-1.88344e+00
[	3.53000e-01	]	-3.32342e-01	8.19433e-01	-1.88434e+00
[	3.53350e-01	]	-3.36369e-01	8.21391e-01	-1.88502e+00
[	3.53640e-01	]	-3.40246e-01	8.23268e-01	-1.88550e+00
[	3.53870e-01	]	-3.43961e-01	8.25059e-01	-1.88579e+00
[	3.54060e-01	]	-3.47507e-01	8.26761e-01	-1.88592e+00
[	3.54200e-01	]	-3.50877e-01	8.28373e-01	-1.88591e+00
[	3.54300e-01	]	-3.54072e-01	8.29896e-01	-1.88577e+00
[	3.54360e-01	]	-3.57091e-01	8.31330e-01	-1.88551e+00
[	3.54390e-01	]	-3.59936e-01	8.32677e-01	-1.88516e+00
