[	9.83890e-01	]	-1.00000e+00	1.00000e+00	1.95398e+00				
[	9.09570e-01	]	-9.51683e-01	1.01300e+00	1.95398e+00				
[	8.25820e-01	]	-8.90934e-01	1.02526e+00	1.95831e+00				
[	7.52710e-01	]	-8.30774e-01	1.03316e+00	1.96645e+00				
[	6.77830e-01	]	-7.60307e-01	1.03738e+00	1.97794e+00				
[	6.01210e-01	]	-6.75383e-01	1.03574e+00	1.99229e+00				
[	5.26540e-01	]	-5.73002e-01	1.02480e+00	2.00895e+00				
[	4.60800e-01	]	-4.52322e-01	1.00054e+00	2.02734e+00				
[	4.12320e-01	]	-3.15924e-01	9.60001e-01	2.04684e+00				
[	3.87220e-01	]	-1.70700e-01	9.03439e-01	2.06686e+00				
[	3.86050e-01	]	-2.72926e-02	8.35817e-01	2.08684e+00				
[	4.03030e-01	]	1.02554e-01	7.65817e-01	2.10635e+00				
[	4.29030e-01	]	2.09807e-01	7.02462e-01	2.12504e+00				
[	4.55870e-01	]	2.90765e-01	6.51657e-01	2.14271e+00				
[	4.78760e-01	]	3.46923e-01	6.15026e-01	2.15923e+00				
[	4.96190e-01	]	3.82838e-01	5.91037e-01	2.17457e+00				
[	5.08580e-01	]	4.03821e-01	5.76826e-01	2.18872e+00				
[	5.17050e-01	]	4.14551e-01	5.69504e-01	2.20173e+00				
[	5.22720e-01	]	4.18598e-01	5.66733e-01	2.21366e+00				
[	5.26480e-01	]	4.18469e-01	5.66821e-01	2.22456e+00				
[	5.28990e-01	]	4.15840e-01	5.68622e-01	2.23451e+00				
[	5.30680e-01	]	4.11797e-01	5.71386e-01	2.24358e+00				
[	5.31830e-01	]	4.07029e-01	5.74641e-01	2.25184e+00				
[	5.32630e-01	]	4.01963e-01	5.78089e-01	2.25936e+00				
[	5.33200e-01	]	3.96864e-01	5.81553e-01	2.26619e+00				
[	5.33600e-01	]	3.91887e-01	5.84925e-01	2.27240e+00				
[	5.33900e-01	]	3.87123e-01	5.88146e-01	2.27803e+00				
[	5.34110e-01	]	3.82617e-01	5.91185e-01	2.28315e+00				
[	5.34270e-01	]	3.78392e-01	5.94030e-01	2.28779e+00				
[	5.34390e-01	]	3.74451e-01	5.96677e-01	2.29199e+00				
[	5.34480e-01	]	3.70790e-01	5.99132e-01	2.29580e+00				
[	5.34530e-01	]	3.67396e-01	6.01404e-01	2.29925e+00				
[	5.34570e-01	]	3.64256e-01	6.03502e-01	2.30237e+00				
[	5.34590e-01	]	3.61352e-01	6.05440e-01	2.30520e+00				
[	5.34590e-01	]	3.58669e-01	6.07228e-01	2.30775e+00				
[	5.34580e-01	]	3.56189e-01	6.08878e-01	2.31006e+00				
[	5.34550e-01	]	3.53897e-01	6.10401e-01	2.31214e+00				
[	5.34510e-01	]	3.51777e-01	6.11809e-01	2.31402e+00				
[	5.34460e-01	]	3.49814e-01	6.13111e-01	2.31571e+00				
[	5.34400e-01	]	3.47994e-01	6.14317e-01	2.31724e+00				
[	5.34340e-01	]	3.46306e-01	6.15435e-01	2.31861e+00				
[	5.34260e-01	]	3.44736e-01	6.16473e-01	2.31984e+00				
[	5.34180e-01	]	3.43274e-01	6.17439e-01	2.32094e+00				
[	5.34090e-01	]	3.41911e-01	6.18340e-01	2.32193e+00				
[	5.33990e-01	]	3.40636e-01	6.19181e-01	2.32281e+00				
[	5.33880e-01	]	3.39441e-01	6.19969e-01	2.32360e+00				
[	5.33770e-01	]	3.38319e-01	6.20709e-01	2.32430e+00				
[	5.33650e-01	]	3.37262e-01	6.21405e-01	2.32493e+00				
[	5.33530e-01	]	3.36264e-01	6.22063e-01	2.32548e+00				
[	5.33400e-01	]	3.35319e-01	6.22685e-01	2.32596e+00				
[	5.33260e-01	]	3.34421e-01	6.23275e-01	2.32639e+00				
[	5.33120e-01	]	3.33565e-01	6.23838e-01	2.32676e+00				
[	5.32980e-01	]	3.32747e-01	6.24375e-01	2.32708e+00				
[	5.32830e-01	]	3.31964e-01	6.24890e-01	2.32736e+00				
[	5.32680e-01	]	3.31210e-01	6.25385e-01	2.32760e+00				
[	5.32520e-01	]	3.30483e-01	6.25863e-01	2.32779e+00				
[	5.32360e-01	]	3.29779e-01	6.26324e-01	2.32796e+00				
[	5.32190e-01	]	3.29097e-01	6.26772e-01	2.32809e+00				
[	5.32020e-01	]	3.28432e-01	6.27208e-01	2.32820e+00				
[	5.31850e-01	]	3.27784e-01	6.27633e-01	2.32827e+00				
[	5.31670e-01	]	3.27150e-01	6.28048e-01	2.32833e+00				
[	5.31490e-01	]	3.26527e-01	6.28456e-01	2.32836e+00				
[	5.31300e-01	]	3.25915e-01	6.28857e-01	2.32837e+00				
[	5.31110e-01	]	3.25312e-01	6.29252e-01	2.32837e+00				
[	5.30920e-01	]	3.24716e-01	6.29642e-01	2.32834e+00				
[	5.30730e-01	]	3.24126e-01	6.30028e-01	2.32831e+00				
[	5.30530e-01	]	3.23541e-01	6.30411e-01	2.32825e+00				
[	5.30320e-01	]	3.22960e-01	6.30790e-01	2.32819e+00				
[	5.30120e-01	]	3.22382e-01	6.31168e-01	2.32811e+00				
[	5.29910e-01	]	3.21806e-01	6.31545e-01	2.32802e+00				
[	5.29700e-01	]	3.21231e-01	6.31920e-01	2.32792e+00				
[	5.29490e-01	]	3.20657e-01	6.32295e-01	2.32781e+00				
[	5.29270e-01	]	3.20083e-01	6.32670e-01	2.32769e+00				
[	5.29050e-01	]	3.19509e-01	6.33045e-01	2.32756e+00				
[	5.28830e-01	]	3.18933e-01	6.33420e-01	2.32743e+00				
[	5.28600e-01	]	3.18356e-01	6.33797e-01	2.32728e+00				
[	5.28370e-01	]	3.17776e-01	6.34175e-01	2.32713e+00				
[	5.28140e-01	]	3.17195e-01	6.34554e-01	2.32698e+00				
[	5.27910e-01	]	3.16610e-01	6.34935e-01	2.32681e+00				
[	5.27670e-01	]	3.16023e-01	6.35317e-01	2.32664e+00				
[	5.27430e-01	]	3.15432e-01	6.35702e-01	2.32647e+00				
[	5.27190e-01	]	3.14838e-01	6.36089e-01	2.32629e+00				
[	5.26940e-01	]	3.14240e-01	6.36478e-01	2.32611e+00				
[	5.26690e-01	]	3.13638e-01	6.36870e-01	2.32592e+00				
[	5.26440e-01	]	3.13032e-01	6.37264e-01	2.32572e+00				
[	5.26190e-01	]	3.12421e-01	6.37661e-01	2.32553e+00				
[	5.25940e-01	]	3.11806e-01	6.38061e-01	2.32533e+00				
[	5.25680e-01	]	3.11186e-01	6.38464e-01	2.32512e+00				
[	5.25420e-01	]	3.10561e-01	6.38870e-01	2.32491e+00				
[	5.25150e-01	]	3.09931e-01	6.39279e-01	2.32469e+00				
[	5.24890e-01	]	3.09295e-01	6.39691e-01	2.32448e+00				
[	5.24620e-01	]	3.08655e-01	6.40107e-01	2.32426e+00				
[	5.24350e-01	]	3.08009e-01	6.40526e-01	2.32403e+00				
[	5.24080e-01	]	3.07358e-01	6.40948e-01	2.32380e+00				
[	5.23800e-01	]	3.06701e-01	6.41374e-01	2.32357e+00				
[	5.23520e-01	]	3.06039e-01	6.41803e-01	2.32334e+00				
[	5.23240e-01	]	3.05371e-01	6.42236e-01	2.32310e+00				
[	5.22960e-01	]	3.04697e-01	6.42672e-01	2.32286e+00				
[	5.22670e-01	]	3.04017e-01	6.43112e-01	2.32261e+00				
[	5.22380e-01	]	3.03332e-01	6.43555e-01	2.32236e+00				
[	5.22090e-01	]	3.02640e-01	6.44003e-01	2.32211e+00				
[	5.21800e-01	]	3.01942e-01	6.44454e-01	2.32186e+00				
[	5.21500e-01	]	3.01238e-01	6.44909e-01	2.32160e+00				
[	5.21210e-01	]	3.00528e-01	6.45368e-01	2.32134e+00				
[	5.20900e-01	]	2.99812e-01	6.45830e-01	2.32108e+00				
[	5.20600e-01	]	2.99089e-01	6.46297e-01	2.32081e+00				
[	5.20290e-01	]	2.98360e-01	6.46767e-01	2.32054e+00				
[	5.19990e-01	]	2.97625e-01	6.47241e-01	2.32027e+00				
[	5.19670e-01	]	2.96883e-01	6.47719e-01	2.31999e+00				
[	5.19360e-01	]	2.96135e-01	6.48202e-01	2.31971e+00				
[	5.19040e-01	]	2.95380e-01	6.48688e-01	2.31943e+00				
[	5.18720e-01	]	2.94619e-01	6.49178e-01	2.31914e+00				
[	5.18400e-01	]	2.93851e-01	6.49672e-01	2.31885e+00				
[	5.18080e-01	]	2.93077e-01	6.50170e-01	2.31856e+00				
[	5.17750e-01	]	2.92296e-01	6.50673e-01	2.31826e+00				
[	5.17420e-01	]	2.91508e-01	6.51179e-01	2.31796e+00				
[	5.17090e-01	]	2.90714e-01	6.51689e-01	2.31766e+00				
[	5.16750e-01	]	2.89913e-01	6.52204e-01	2.31735e+00				
[	5.16410e-01	]	2.89106e-01	6.52722e-01	2.31704e+00				
[	5.16070e-01	]	2.88291e-01	6.53245e-01	2.31673e+00				
[	5.15730e-01	]	2.87470e-01	6.53771e-01	2.31641e+00				
[	5.15380e-01	]	2.86643e-01	6.54302e-01	2.31609e+00				
[	5.15040e-01	]	2.85808e-01	6.54836e-01	2.31576e+00				
[	5.14680e-01	]	2.84968e-01	6.55375e-01	2.31543e+00				
[	5.14330e-01	]	2.84120e-01	6.55917e-01	2.31510e+00				
[	5.13970e-01	]	2.83266e-01	6.56464e-01	2.31476e+00				
[	5.13610e-01	]	2.82406e-01	6.57014e-01	2.31442e+00				
[	5.13250e-01	]	2.81540e-01	6.57568e-01	2.31407e+00				
[	5.12880e-01	]	2.80667e-01	6.58126e-01	2.31372e+00				
[	5.12520e-01	]	2.79788e-01	6.58687e-01	2.31336e+00				
[	5.12140e-01	]	2.78903e-01	6.59252e-01	2.31300e+00				
[	5.11770e-01	]	2.78013e-01	6.59820e-01	2.31264e+00				
[	5.11390e-01	]	2.77116e-01	6.60391e-01	2.31227e+00				
[	5.11010e-01	]	2.76215e-01	6.60966e-01	2.31189e+00				
[	5.10630e-01	]	2.75308e-01	6.61544e-01	2.31151e+00				
[	5.10250e-01	]	2.74397e-01	6.62124e-01	2.31112e+00				
[	5.09860e-01	]	2.73481e-01	6.62707e-01	2.31072e+00				
[	5.09470e-01	]	2.72561e-01	6.63292e-01	2.31032e+00				
[	5.09070e-01	]	2.71637e-01	6.63879e-01	2.30991e+00				
[	5.08680e-01	]	2.70710e-01	6.64468e-01	2.30950e+00				
[	5.08280e-01	]	2.69781e-01	6.65058e-01	2.30907e+00				
[	5.07880e-01	]	2.68849e-01	6.65649e-01	2.30864e+00				
[	5.07470e-01	]	2.67917e-01	6.66241e-01	2.30820e+00				
[	5.07060e-01	]	2.66984e-01	6.66832e-01	2.30775e+00				
[	5.06650e-01	]	2.66051e-01	6.67423e-01	2.30729e+00				
[	5.06240e-01	]	2.65121e-01	6.68013e-01	2.30682e+00				
[	5.05830e-01	]	2.64193e-01	6.68600e-01	2.30634e+00				
[	5.05410e-01	]	2.63269e-01	6.69185e-01	2.30584e+00				
[	5.04990e-01	]	2.62350e-01	6.69765e-01	2.30533e+00				
[	5.04560e-01	]	2.61439e-01	6.70341e-01	2.30481e+00				
[	5.04140e-01	]	2.60537e-01	6.70911e-01	2.30427e+00				
[	5.03710e-01	]	2.59646e-01	6.71473e-01	2.30372e+00				
[	5.03280e-01	]	2.58769e-01	6.72027e-01	2.30315e+00				
[	5.02850e-01	]	2.57907e-01	6.72570e-01	2.30255e+00				
[	5.02410e-01	]	2.57065e-01	6.73101e-01	2.30194e+00				
[	5.01970e-01	]	2.56246e-01	6.73617e-01	2.30130e+00				
[	5.01540e-01	]	2.55453e-01	6.74116e-01	2.30063e+00				
[	5.01100e-01	]	2.54689e-01	6.74597e-01	2.29994e+00				
[	5.00650e-01	]	2.53961e-01	6.75055e-01	2.29921e+00				
[	5.00210e-01	]	2.53273e-01	6.75488e-01	2.29845e+00				
[	4.99770e-01	]	2.52630e-01	6.75892e-01	2.29766e+00				
[	4.99320e-01	]	2.52039e-01	6.76263e-01	2.29682e+00				
[	4.98880e-01	]	2.51507e-01	6.76598e-01	2.29594e+00				
[	4.98430e-01	]	2.51041e-01	6.76890e-01	2.29500e+00				
[	4.97980e-01	]	2.50651e-01	6.77135e-01	2.29401e+00				
[	4.97540e-01	]	2.50344e-01	6.77328e-01	2.29296e+00				
[	4.97090e-01	]	2.50133e-01	6.77460e-01	2.29184e+00				
[	4.96650e-01	]	2.50027e-01	6.77527e-01	2.29065e+00				
[	4.96200e-01	]	2.50039e-01	6.77519e-01	2.28937e+00				
[	4.95760e-01	]	2.50184e-01	6.77428e-01	2.28800e+00				
[	4.95320e-01	]	2.50474e-01	6.77246e-01	2.28653e+00				
[	4.94880e-01	]	2.50927e-01	6.76962e-01	2.28495e+00				
[	4.94450e-01	]	2.51560e-01	6.76564e-01	2.28324e+00				
[	4.94010e-01	]	2.52391e-01	6.76042e-01	2.28140e+00				
[	4.93590e-01	]	2.53440e-01	6.75382e-01	2.27940e+00				
[	4.93160e-01	]	2.54729e-01	6.74572e-01	2.27723e+00				
[	4.92740e-01	]	2.56281e-01	6.73595e-01	2.27488e+00				
[	4.92320e-01	]	2.58119e-01	6.72436e-01	2.27232e+00				
[	4.91900e-01	]	2.60269e-01	6.71080e-01	2.26952e+00				
[	4.91490e-01	]	2.62758e-01	6.69507e-01	2.26648e+00				
[	4.91090e-01	]	2.65613e-01	6.67701e-01	2.26314e+00				
[	4.90680e-01	]	2.68863e-01	6.65641e-01	2.25950e+00				
[	4.90280e-01	]	2.72535e-01	6.63308e-01	2.25551e+00				
[	4.89870e-01	]	2.76658e-01	6.60684e-01	2.25114e+00				
[	4.89470e-01	]	2.81258e-01	6.57748e-01	2.24635e+00				
[	4.89050e-01	]	2.86359e-01	6.54483e-01	2.24108e+00				
[	4.88630e-01	]	2.91981e-01	6.50875e-01	2.23531e+00				
[	4.88180e-01	]	2.98134e-01	6.46913e-01	2.22897e+00				
[	4.87690e-01	]	3.04818e-01	6.42594e-01	2.22200e+00				
[	4.87150e-01	]	3.12012e-01	6.37927e-01	2.21434e+00				
[	4.86530e-01	]	3.19669e-01	6.32940e-01	2.20593e+00				
[	4.85760e-01	]	3.27696e-01	6.27691e-01	2.19669e+00				
[	4.84790e-01	]	3.35930e-01	6.22282e-01	2.18654e+00				
[	4.83510e-01	]	3.44107e-01	6.16889e-01	2.17540e+00				
[	4.81730e-01	]	3.51801e-01	6.11793e-01	2.16318e+00				
[	4.79190e-01	]	3.58344e-01	6.07444e-01	2.14978e+00				
[	4.75510e-01	]	3.62700e-01	6.04541e-01	2.13511e+00				
[	4.70090e-01	]	3.63301e-01	6.04140e-01	2.11907e+00				
[	4.62140e-01	]	3.57831e-01	6.07785e-01	2.10156e+00				
[	4.50640e-01	]	3.43021e-01	6.17606e-01	2.08249e+00				
[	4.34540e-01	]	3.14581e-01	6.36256e-01	2.06180e+00				
[	4.13310e-01	]	2.67553e-01	6.66471e-01	2.03943e+00				
[	3.87940e-01	]	1.97432e-01	7.10009e-01	2.01540e+00				
[	3.62170e-01	]	1.02131e-01	7.66058e-01	1.98977e+00				
[	3.42860e-01	]	-1.59415e-02	8.30013e-01	1.96270e+00				
[	3.38250e-01	]	-1.49266e-01	8.94034e-01	1.93444e+00				
[	3.54340e-01	]	-2.87050e-01	9.49794e-01	1.90537e+00				
[	3.91680e-01	]	-4.18591e-01	9.91747e-01	1.87595e+00				
[	4.45180e-01	]	-5.36070e-01	1.01862e+00	1.84671e+00				
[	5.06710e-01	]	-6.35534e-01	1.03259e+00	1.81819e+00				
[	5.68330e-01	]	-7.16343e-01	1.03741e+00	1.79088e+00				
[	6.24360e-01	]	-7.79978e-01	1.03673e+00	1.76523e+00				
[	6.71810e-01	]	-8.28928e-01	1.03334e+00	1.74161e+00				
[	7.09920e-01	]	-8.65905e-01	1.02905e+00	1.72030e+00				
[	7.39260e-01	]	-8.93417e-01	1.02485e+00	1.70153e+00				
[	7.61070e-01	]	-9.13580e-01	1.02121e+00	1.68545e+00				
[	7.76750e-01	]	-9.28072e-01	1.01829e+00	1.67218e+00				
[	7.87560e-01	]	-9.38164e-01	1.01612e+00	1.66179e+00				
[	7.94550e-01	]	-9.44770e-01	1.01462e+00	1.65435e+00				
[	7.94550e-01	]	-9.44770e-01	1.01462e+00	1.65435e+00				
[	7.87560e-01	]	-9.38164e-01	1.01612e+00	1.66179e+00				
[	7.76750e-01	]	-9.28072e-01	1.01829e+00	1.67218e+00				
[	7.61070e-01	]	-9.13580e-01	1.02121e+00	1.68545e+00				
[	7.39260e-01	]	-8.93417e-01	1.02485e+00	1.70153e+00				
[	7.09920e-01	]	-8.65905e-01	1.02905e+00	1.72030e+00				
[	6.71810e-01	]	-8.28928e-01	1.03334e+00	1.74161e+00				
