[	1.73040e+00	]	-1.00000e+00	1.00000e+00	-2.08682e+00
[	1.60900e+00	]	-9.58403e-01	1.03989e+00	-2.08682e+00
[	1.47910e+00	]	-9.10451e-01	1.08176e+00	-2.09192e+00
[	1.36400e+00	]	-8.64415e-01	1.11800e+00	-2.10170e+00
[	1.21970e+00	]	-8.01865e-01	1.16135e+00	-2.11585e+00
[	1.02580e+00	]	-7.07947e-01	1.21449e+00	-2.13392e+00
[	7.75720e-01	]	-5.63294e-01	1.27097e+00	-2.15532e+00
[	4.95770e-01	]	-3.45248e-01	1.30610e+00	-2.17922e+00
[	2.61490e-01	]	-3.68411e-02	1.27347e+00	-2.20453e+00
[	1.67510e-01	]	3.49921e-01	1.13156e+00	-2.23011e+00
[	2.33360e-01	]	7.46816e-01	9.04528e-01	-2.25494e+00
[	3.64660e-01	]	1.05472e+00	6.89027e-01	-2.27837e+00
[	4.66170e-01	]	1.23179e+00	5.53536e-01	-2.30011e+00
[	5.19740e-01	]	1.31109e+00	4.90603e-01	-2.32012e+00
[	5.43450e-01	]	1.33949e+00	4.67758e-01	-2.33845e+00
[	5.53270e-01	]	1.34590e+00	4.62578e-01	-2.35521e+00
[	5.57290e-01	]	1.34374e+00	4.64328e-01	-2.37052e+00
[	5.58990e-01	]	1.33854e+00	4.68521e-01	-2.38449e+00
[	5.59750e-01	]	1.33251e+00	4.73383e-01	-2.39724e+00
[	5.60140e-01	]	1.32649e+00	4.78236e-01	-2.40886e+00
[	5.60370e-01	]	1.32077e+00	4.82836e-01	-2.41945e+00
[	5.60520e-01	]	1.31545e+00	4.87106e-01	-2.42910e+00
[	5.60640e-01	]	1.31055e+00	4.91037e-01	-2.43789e+00
[	5.60730e-01	]	1.30605e+00	4.94640e-01	-2.44589e+00
[	5.60800e-01	]	1.30193e+00	4.97938e-01	-2.45318e+00
[	5.60860e-01	]	1.29816e+00	5.00956e-01	-2.45981e+00
[	5.60910e-01	]	1.29470e+00	5.03717e-01	-2.46584e+00
[	5.60940e-01	]	1.29154e+00	5.06242e-01	-2.47133e+00
[	5.60970e-01	]	1.28864e+00	5.08553e-01	-2.47632e+00
[	5.60980e-01	]	1.28598e+00	5.10670e-01	-2.48086e+00
[	5.60980e-01	]	1.28355e+00	5.12609e-01	-2.48498e+00
[	5.60970e-01	]	1.28131e+00	5.14386e-01	-2.48873e+00
